近世経済データベース（2018年3月1日）,,,,,,,,,,,,,,,
和暦,西暦,月日,天気,経済的事象,自然災害・災害など,騒動,金相場最小値,金相場最高値,金相場メモ,銭相場最小値,銭相場最高値,銭相場メモ,米相場,米相場メモ,備考
文政8年,1825年,9月10日,天気、小風、冷気,,,,64.54,64.55,,9.77,9.78,,,,
文政8年,1825年,9月11日,天気,,,,64.54,64.55,,9.77,9.78,,62.1,加賀米,
文政8年,1825年,9月12日,天気,,,,64.66,64.67,,9.77,9.78,,61.2,加賀米,
文政8年,1825年,9月13日,天気,,,,64.68,64.69,,9.77,9.78,,,「休日」,
文政8年,1825年,9月14日,曇天、折々小雨,,,,64.68,64.69,,9.77,9.78,,60,加賀米,
文政8年,1825年,9月15日,朝より曇、七ツ時夕雨,御取下銀600貫御納札上納、引替,,,64.78,64.79,,9.81,9.82,,61.1,加賀米,
文政8年,1825年,9月16日,天気、折々曇,,,,64.81,,,9.81,9.82,,,「休日」,
文政8年,1825年,9月17日,天気、折々曇,十五軒引替用新銀到着、それぞれへ渡す,,,64.88,64.89,,9.81,9.82,,64.8,加賀米,
文政8年,1825年,9月18日,天気,,,,64.95,64.96,,9.76,9.77,,61.5,加賀米,
文政8年,1825年,9月19日,天気,,,,64.88,64.89,,9.75,9.76,,62.2,加賀米,
文政8年,1825年,9月20日,天気、折々曇,,,,64.87,64.88,,9.75,9.76,,62.1,加賀米,
文政8年,1825年,9月21日,雨天,,,,64.93,64.94,,9.76,9.77,,62.6,加賀米,
文政8年,1825年,9月22日,天気,,,,64.99,65,,9.77,9.78,,,「休日」,
文政8年,1825年,9月23日,天気,三手引替用新銀到着,,,64.94,64.95,,9.77,9.78,,62.2,加賀米,
文政8年,1825年,9月24日,曇天、七ツ時より小雨,,,,64.94,64.95,,9.77,9.78,,62.5,加賀米,
文政8年,1825年,9月25日,天気、冷気,,,,64.94,64.95,,9.77,9.78,,,「休日」,
文政8年,1825年,9月26日,天気,,,,64.81,64.82,,9.77,9.78,,62.4,加賀米,
文政8年,1825年,9月27日,天気,,,,64.87,64.88,,9.77,9.78,,,「休日」,
文政8年,1825年,9月28日,天気,,,,64.95,64.96,,9.77,9.78,,63.9,加賀米,
文政8年,1825年,9月29日,天気,大坂西町奉行より、引替方残らず呼び出し。一同御前に於いて御称美仰せ渡さる,,,64.95,64.96,,9.77,9.78,,63,加賀米,
文政8年,1825年,10月1日,天気,,,,64.99,65,,9.77,9.78,,63.5,加賀米,
文政8年,1825年,10月2日,終日雨天,,,,64.96,64.97,,9.83,9.84,,63.4,加賀米,
文政8年,1825年,10月3日,雨天,,,,64.89,64.9,,9.83,9.84,,63.4,加賀米,
文政8年,1825年,10月4日,曇天,,,,64.95,64.96,,9.83,9.84,,63.1,加賀米,
文政8年,1825年,10月5日,雨天,,,,64.96,64.97,,9.83,9.84,,,加賀米,
文政8年,1825年,10月6日,天気,,,,64.96,64.97,,9.83,9.84,,63,加賀米,
文政8年,1825年,10月7日,天気、暮過小雨、無程止,,,,64.96,64.97,,9.83,9.84,,,「休日」,
文政8年,1825年,10月8日,天気,,,,64.96,64.97,,9.83,9.84,,63.1,加賀米,
文政8年,1825年,10月9日,天気,,,,64.99,65,,9.83,9.84,,64.8,加賀米,
文政8年,1825年,10月10日,天気,,,,65.03,65.04,,9.85,9.86,,,「休日」,
文政8年,1825年,10月11日,天気,,,,65.04,65.05,,9.85,9.86,,,「建替休」,
文政8年,1825年,10月12日,天気,,,,65.05,65.06,,9.85,9.86,,,,
文政8年,1825年,10月13日,天気,,,,65.04,65.05,,9.85,9.86,,,,
文政8年,1825年,10月14日,天気,,,,65.08,65.09,,9.87,9.88,,,,
文政8年,1825年,10月15日,天気,,,,65.07,65.08,,9.91,9.92,,,,
文政8年,1825年,10月16日,天気、折々曇,,,,65.01,65.02,,9.94,9.95,,,,
文政8年,1825年,10月17日,天気,,,,65.07,65.08,,9.94,9.95,,80,中國米／「内味壱石」,
文政8年,1825年,10月18日,天気,,,,65.03,65.04,,9.99,,,85,中國米,
文政8年,1825年,10月19日,天気,,,,65.01,65.02,,10.02,10.03,,85,中國米,
文政8年,1825年,10月20日,天気,,,,65.01,65.02,,10.02,10.03,,,「休日」,
文政8年,1825年,10月21日,天気、夕立,,,,65.07,65.08,,9.97,9.98,,81.5,中國米,
文政8年,1825年,10月22日,天気,,,,65.07,65.08,,9.97,9.98,,79.2,中國米,
文政8年,1825年,10月23日,天気,,,,65.07,65.08,,9.99,10,,79.2,中國米,
文政8年,1825年,10月24日,朝小雨、天気、折々曇,,,,65.07,65.08,,9.99,10,,79.2,中國米,
文政8年,1825年,10月25日,天気,,,,65.04,65.05,,9.99,10,,,中國米,
文政8年,1825年,10月26日,天気,,,,65.04,65.05,,9.99,10,,76.4,中國米,
文政8年,1825年,10月27日,天気,,,,65.04,65.05,,9.99,10,,76.4,中國米,
文政8年,1825年,10月28日,天気,,,,65.11,65.12,,9.99,10,,75.7,中國米,
文政8年,1825年,10月29日,天気,,,,65.04,65.05,,9.94,9.96,,75.5,中國米,
文政8年,1825年,10月30日,天気,（この日、引替用新銀到着ヵ）,,,65.04,65.05,,9.95,9.96,,,「休日」,
文政8年,1825年,11月1日,天気,,,,65.06,65.07,,9.95,9.97,,76,中國米,
文政8年,1825年,11月2日,天気,,,,,,,,,,,,※以下、文政8年中、原本に諸相場の記載稀
文政8年,1825年,11月3日,今朝雨、其後曇、昼時雨、其後曇,,,,,,,,,,,,
文政8年,1825年,11月4日,天気,,,,,,,,,,,,
文政8年,1825年,11月5日,天気,引替方返上納銀、故障なく相済む,,,,,,,,,,,
文政8年,1825年,11月6日,天気,,,,64.95,64.96,,9.95,9.96,,,,
文政8年,1825年,11月7日,曇天、暮時雨,,,,,,,,,,,,
文政8年,1825年,11月8日,天気、暮過雨,,,,,,,,,,,「休」,
文政8年,1825年,11月9日,天気,,,,,,,,,,,,
文政8年,1825年,11月10日,天気,,,,64.88,64.89,,9.89,9.9,,,中國米,
文政8年,1825年,11月11日,天気,,,,64.77,64.78,,9.89,9.9,,,中國米,
文政8年,1825年,11月12日,天気,,,,,,,,,,,,
文政8年,1825年,11月13日,曇天、八ツ時より小雨,,,,,,,,,,,,
文政8年,1825年,11月14日,天気,,,,,,,,,,,,
文政8年,1825年,11月15日,天気,,,,,,,,,,,,
文政8年,1825年,11月16日,終日雨,御金蔵より、引替用新銀900貫目を渡さる,,,,,,,,,,,
文政8年,1825年,11月17日,曇天,,,,,,,,,,,,
文政8年,1825年,11月18日,天気,,,,,,,,,,,,
文政8年,1825年,11月19日,天気,,,,,,,,,,,,
文政8年,1825年,11月20日,雨天,,,,,,,,,,,,
文政8年,1825年,11月21日,天気,,,,,,,,,,,,
文政8年,1825年,11月22日,天気,,,,,,,,,,,,
文政8年,1825年,11月23日,曇天,,,,64,,ママ,9.9,,ママ,73.3,中國米,※記入未完
文政8年,1825年,11月24日,雨天,,,,64.85,64.86,,9.92,9.93,,,「休日」,
文政8年,1825年,11月25日,天気,引替えた代り銀900貫目、今朝江戸へ差し立てる,,,,,,,,,,,
文政8年,1825年,11月26日,天気,,,,,,,,,,,,
文政8年,1825年,11月27日,天気,,,,,,,,,,,,
文政8年,1825年,11月28日,朝天気、昼後曇,引替えた代り二朱判を江戸へ差し立てる,,,,,,,,,,,
文政8年,1825年,11月29日,天気、昨夜中より雨、今朝止ム,,,,,,,,,,,,
文政8年,1825年,12月1日,天気,,,,,,,,,,,,
文政8年,1825年,12月2日,天気、寒風強,,,,,,,,,,,,
文政8年,1825年,12月3日,天気,,,,,,,,,,,,
文政8年,1825年,12月4日,天気、七ツ時より雪,,,,,,,,,,,,
文政8年,1825年,12月5日,雪折々,,,,,,,,,,,,
文政8年,1825年,12月6日,天気、折々曇,,,,,,,,,,,,
文政8年,1825年,12月7日,天気,,,,,,,,,,,,
文政8年,1825年,12月8日,天気、折々曇,,,,,,,,,,,,
文政8年,1825年,12月9日,天気,,,,,,,,,,,,
文政8年,1825年,12月10日,天気、折々曇,,,,,,,,,,,,
文政8年,1825年,12月11日,天気,,,,,,,,,,,,
文政8年,1825年,12月12日,天気,,,,,,,,,,,,
文政8年,1825年,12月13日,天気,引替用新二朱判、1万5000両到着,,,,,,,,,,,
文政8年,1825年,12月14日,天気、寒気厳敷,,,,,,,,,,,,
文政8年,1825年,12月15日,天気,,,,65.24,65.25,,10.01,10.02,,,中國米,
文政8年,1825年,12月16日,天気,,,,,,,,,,,,
文政8年,1825年,12月17日,天気,,,,,,,,,,,,
文政8年,1825年,12月18日,朝曇天、夕方より雨天,,,,,,,,,,,,
文政8年,1825年,12月19日,曇天,,,,,,,,,,,,
文政8年,1825年,12月20日,曇天,,,,,,,,,,,,
文政8年,1825年,12月21日,曇天,,,,,,,,,,,,
文政8年,1825年,12月22日,天気,,,,,,,,,,,,
文政8年,1825年,12月23日,天気,,,,,,,,,,,,
文政8年,1825年,12月24日,天気,,,,,,,,,,,,
文政8年,1825年,12月25日,天気,,,,,,,,,,,,
文政8年,1825年,12月26日,天気,,,,,,,,,,,,
文政8年,1825年,12月27日,,,,,,,,,,,,,
文政8年,1825年,12月28日,天気,,,,,,,,,,,,
文政8年,1825年,12月29日,天気,,,,,,,,,,,,
文政8年,1825年,12月30日,天気,,,,,,,,,,,,
文政10年,1827年,1月1日,天気,,,,,,,,,,,,※文政九年分日記録百六番壹册闕
文政10年,1827年,1月2日,天気,,,,,,,,,,,,
文政10年,1827年,1月3日,天気,,,,,,,,,,,,
文政10年,1827年,1月4日,天気,,,,64,64.2,,9.3,9.4,,57.8,中國米,※四日　大判　21両　22両　貳朱判　2本打　4本打　壹歩判　無打ヨリ　3打　小玉　3本打　5本打
文政10年,1827年,1月5日,天気,,,,64.21,64.22,,9.37,9.38,,57.6,中國米,
文政10年,1827年,1月6日,雪,,,,64.19,64.2,,9.39,9.4,,57.3,中國米,
文政10年,1827年,1月7日,天気,,,,64.26,64.27,,9.39,9.4,,,中國米,
文政10年,1827年,1月8日,天気,,,,64.23,64.24,,9.34,9.35,,57.1,中國米,
文政10年,1827年,1月9日,天気,,,,64.27,64.28,,9.34,9.35,,57.2,中國米,
文政10年,1827年,1月10日,天気,,,,,,,,,,,,
文政10年,1827年,1月11日,天気、暮時より雨,,,,64.33,64.34,,9.39,9.4,,,「休日」,※十一日　貳朱判　2本打　4本打
文政10年,1827年,1月12日,天気、昨夜雨、夫より雪少々積る,,,,64.34,64.35,,9.34,9.35,,56.9,中國米,
文政10年,1827年,1月13日,,,,,64.32,64.33,,9.37,9.38,,57.9,中國米,
文政10年,1827年,1月14日,天気,,,,64.38,64.39,,9.37,9.38,,,「休日」,
文政10年,1827年,1月15日,天気,,,,,,,,,,,,「諸相庭休」
文政10年,1827年,1月16日,天気、暮過時雨雷鳴,,,,,,,,,,,,「諸相場休」
文政10年,1827年,1月17日,天気,,,,64.48,64.49,,9.37,9.38,,56.8,中國米,
文政10年,1827年,1月18日,天気,,,,64.43,64.44,,9.37,9.38,,57.1,中國米,
文政10年,1827年,1月19日,昨夜中雨、今朝より天気,,,,64.43,64.44,,9.37,9.38,,57.4,中國米,
文政10年,1827年,1月20日,天気,,,,64.41,64.42,,9.37,9.38,,,中國米／「休日」,
文政10年,1827年,1月21日,天気,,,,64.44,64.45,,9.37,9.38,,57.3,中國米,
文政10年,1827年,1月22日,朝小雨、五ツ時より天気,,,,64.44,64.45,,9.37,9.38,,57.2,中國米,
文政10年,1827年,1月23日,天気,,,,64.44,64.45,,9.37,9.38,,57.4,中國米,
文政10年,1827年,1月24日,天気,,,,64.48,64.49,,9.37,9.38,,57.8,中國米,
文政10年,1827年,1月25日,天気,,,,64.5,64.51,,9.37,9.38,,,中國米／「休日」,
文政10年,1827年,1月26日,天気,,,,64.49,64.5,,9.41,9.42,,57.9,中國米,
文政10年,1827年,1月27日,天気,,,,64.47,64.48,,9.41,9.42,,58,中國米,
文政10年,1827年,1月28日,天気,引替代り古二朱判・古銀、今朝差し立てる,,,64.47,64.48,,9.41,9.42,,,中國米,
文政10年,1827年,1月29日,天気,,,,64.47,64.48,,9.44,9.45,,58.1,中國米,
文政10年,1827年,1月30日,昨夜中雨、今朝天気,,,,64.45,64.46,,9.44,9.45,,57.8,中國米,
文政10年,1827年,2月1日,天気,,,,64.49,64.5,,9.44,9.45,,,中國米／「休日」,
文政10年,1827年,2月2日,雨天,,,,64.58,64.59,,9.44,9.45,,57.8,中國米,
文政10年,1827年,2月3日,折々雨,,,,64.46,64.47,,9.44,9.45,,57.8,中國米,
文政10年,1827年,2月4日,天気,,,,64.51,64.52,,9.44,9.45,,57.8,中國米,
文政10年,1827年,2月5日,天気,,,,64.54,64.55,,9.44,9.45,,57.9,中國米,
文政10年,1827年,2月6日,昨夜亥刻より雨、曇天,,,,64.53,64.54,,9.44,9.45,,57.7,中國米,
文政10年,1827年,2月7日,天気,,,,64.54,64.55,,9.44,9.45,,57.8,中國米,
文政10年,1827年,2月8日,天気,,,,64.51,64.52,,9.51,9.52,,57.6,中國米,
文政10年,1827年,2月9日,天気,,,,64.51,64.52,,9.51,9.52,,57.5,中國米,
文政10年,1827年,2月10日,天気,,,,64.55,64.56,,9.51,9.52,,57.6,中國米,
文政10年,1827年,2月11日,天気,,,,64.59,64.6,,9.51,9.52,,57.6,中國米,
文政10年,1827年,2月12日,天気,,,,64.59,64.6,,9.51,9.52,,,中國米／「休日」,
文政10年,1827年,2月13日,天気,,,,64.54,64.55,,9.51,9.52,,57.4,中國米,
文政10年,1827年,2月14日,天気,,,,64.56,64.57,,9.51,9.52,,,中國米／「休日」,
文政10年,1827年,2月15日,天気,,,,64.57,64.58,,9.49,9.5,,,中國米／「休日」,
文政10年,1827年,2月16日,天気,,,,64.59,64.6,,9.49,9.5,,,中國米／「休日」,
文政10年,1827年,2月17日,昨夜東風強、折々雨,,,,64.61,,,9.51,9.52,,57.3,中國米,
文政10年,1827年,2月18日,曇天、折々小雨,,,,64.59,64.6,,9.51,9.52,,57.3,中國米,
文政10年,1827年,2月19日,天気、折々曇、八ツ半時ニ子方より丑寅ノ方へ向、殊外黒雲出ル、七ツ時晴,,,,64.58,64.59,,9.51,9.52,,57.4,中國米,
文政10年,1827年,2月20日,天気,,,,64.57,64.58,,9.51,9.52,,57.3,中國米,
文政10年,1827年,2月21日,天気、暮時より雨,,,,64.59,64.6,,9.51,9.52,,,「休日」,
文政10年,1827年,2月22日,天気,,,,64.59,64.6,,9.51,9.52,,,中國米／「休日」,
文政10年,1827年,2月23日,天気,,,,64.59,64.6,,9.51,9.52,,57.4,中國米,
文政10年,1827年,2月24日,天気,,,,64.58,64.59,,9.51,9.52,,,中國米／「休日」,
文政10年,1827年,2月25日,天気、暮過時より夕立、大雷数度鳴、尤光り強ク候事,,,,64.58,64.59,,9.51,9.52,,57.6,中國米,
文政10年,1827年,2月26日,天気、折々雪,,,,64.56,64.57,,9.51,9.52,,,「節前昨日切」,
文政10年,1827年,2月27日,曇天,,,,64.58,64.59,,9.51,9.52,,,,
文政10年,1827年,2月28日,天気、夜中大雨,,,,64.56,64.57,,9.51,9.52,,,,
文政10年,1827年,2月29日,天気、早朝より殊外風立,,,,64.57,64.58,,9.49,9.5,,,,
文政10年,1827年,3月1日,天気,,,,64.57,64.58,,9.44,9.45,,,,
文政10年,1827年,3月2日,天気,,,,64.59,64.6,,9.44,9.45,,,,
文政10年,1827年,3月3日,天気,,,,,,,,,,,,「諸相庭休日」
文政10年,1827年,3月4日,天気,,,,64.57,64.58,,9.41,9.42,,,,
文政10年,1827年,3月5日,朝天気、昼後雨,,,,64.58,64.59,,9.41,9.42,,56.9,中國米,
文政10年,1827年,3月6日,天気,,,,64.58,64.59,,9.51,9.52,,56.9,中國米,
文政10年,1827年,3月7日,天気,,,,64.57,64.58,,9.44,9.45,,57.4,中國米,
文政10年,1827年,3月8日,天気,,,,64.58,64.59,,9.49,9.5,,57.5,中國米,
文政10年,1827年,3月9日,天気,,,,64.58,64.59,,9.49,9.5,,57.1,中國米,
文政10年,1827年,3月10日,天気,,,,64.59,64.6,,9.65,9.66,,57.1,中國米,
文政10年,1827年,3月11日,天気,,,,64.59,64.6,,9.54,9.55,,57.3,中國米,
文政10年,1827年,3月12日,天気,,,,64.61,64.62,,9.59,9.6,,57.2,中國米,
文政10年,1827年,3月13日,天気,,,,64.63,64.64,,9.54,9.55,,57.4,中國米,
文政10年,1827年,3月14日,雨天,,,,64.63,64.64,,9.59,9.6,,57.5,中國米,
文政10年,1827年,3月15日,天気,,,,64.66,64.67,,9.59,9.6,,57.5,中國米,
文政10年,1827年,3月16日,天気,,,,64.61,64.62,,9.57,9.58,,,中國米／「休日」,
文政10年,1827年,3月17日,八ツ時より雨,,,,64.59,64.6,,9.57,9.58,,57.4,中國米,
文政10年,1827年,3月18日,曇天、折々雨,,,,64.62,64.63,,9.59,9.6,,57.5,中國米,
文政10年,1827年,3月19日,曇天、折々小雨,,,,64.62,64.63,,9.59,9.6,,57.5,中國米,
文政10年,1827年,3月20日,雨天,,,,64.66,64.67,,9.59,9.6,,57.3,中國米,
文政10年,1827年,3月21日,昨夜強雨、雷少々、今朝晴ル,,,,64.67,64.68,,9.59,9.6,,,中國米／「休日」,
文政10年,1827年,3月22日,天気,,,,64.65,64.66,,9.54,9.55,,57.5,中國米,
文政10年,1827年,3月23日,天気、暮半時より雨,,,,64.65,64.66,,9.54,9.55,,57.2,中國米,
文政10年,1827年,3月24日,雨天,,,,64.65,64.66,,9.54,9.55,,57.2,中國米,
文政10年,1827年,3月25日,曇天,,,,64.65,64.66,,9.54,9.55,,57.1,中國米,
文政10年,1827年,3月26日,雨天,,,,64.63,,,9.54,9.55,,57.1,中國米,
文政10年,1827年,3月27日,雨天,,,,64.66,64.67,,9.54,9.55,,56.8,中國米,
文政10年,1827年,3月28日,天気,,,,64.66,64.67,,9.54,9.55,,56.8,中國米,
文政10年,1827年,3月29日,天気,,,,64.66,64.67,,9.54,9.55,,57,中國米,
文政10年,1827年,3月30日,天気,,,,64.67,64.68,,9.54,9.55,,,中國米,
文政10年,1827年,4月1日,天気、昼後曇,,,,64.67,64.68,,9.54,9.55,,56.8,中國米,
文政10年,1827年,4月2日,曇天、昼後小雨,,,,64.67,64.68,,9.54,9.55,,56.8,中國米,
文政10年,1827年,4月3日,雨天,,,,64.7,64.71,,9.54,9.55,,56.8,中國米,
文政10年,1827年,4月4日,天気,,,,64.7,64.71,64.73,9.54,9.55,,56.9,中國米,
文政10年,1827年,4月5日,雨天,,,,64.7,64.71,64.73,9.54,9.55,,57.1,中國米,
文政10年,1827年,4月6日,雨天,,,,64.69,64.7,,9.54,9.55,,57.5,中國米,
文政10年,1827年,4月7日,雨天、昼時より曇天、入日宜,,,,64.69,64.7,,9.54,9.55,,57.3,中國米,
文政10年,1827年,4月8日,天気,,,,64.75,64.76,,9.54,9.55,,,「休日」,
文政10年,1827年,4月9日,天気、昼後曇天,,,,64.75,64.76,,9.54,9.55,,57.2,中國米,
文政10年,1827年,4月10日,曇天、折々小雨、昼後雨,,,,64.79,64.8,,9.54,9.55,,57.3,中國米,
文政10年,1827年,4月11日,天気,,,,64.82,64.83,,9.54,9.55,,57.3,中國米,
文政10年,1827年,4月12日,天気、八ツ時より曇天,,,,64.82,64.83,,9.54,9.55,,57.1,中國米,
文政10年,1827年,4月13日,雨天、折々晴,,,,64.82,64.83,,9.54,9.55,,57.4,中國米,
文政10年,1827年,4月14日,天気,,,,64.82,64.83,,9.54,9.55,,57.1,中國米,
文政10年,1827年,4月15日,天気、昼前頃風雨、無程晴天,,,,64.8,64.81,,9.54,9.55,,,中國米／「休日」,
文政10年,1827年,4月16日,天気,御買上銀の儀、内々江戸店より申し来る,,,64.78,64.79,,9.54,9.55,,,中國米／「休日」,
文政10年,1827年,4月17日,天気,去々酉（文政8年）10月30日着の新銀残り、引替済みにつき、古銀100貫目を今朝江戸へ差し立てる。十人組も住友分と合わせた200貫目を同様に差し立てる,,,64.76,64.77,,9.54,9.55,,,中國米／「休日」,
文政10年,1827年,4月18日,曇天,,,,64.68,64.69,,9.56,9.57,,57.3,中國米,
文政10年,1827年,4月19日,雨天,,,,64.59,64.6,,9.56,9.57,,57.5,中國米,
文政10年,1827年,4月20日,雨天、八ツ時頃暫後曇,,,,64.62,64.63,,9.56,9.57,,57.6,中國米,
文政10年,1827年,4月21日,天気、八ツ時雨、無程晴,,,,64.66,64.67,,9.56,9.57,,57.5,中國米,
文政10年,1827年,4月22日,天気,,,,64.74,64.75,,9.56,9.57,,57.5,中國米,
文政10年,1827年,4月23日,天気、折々時雨,,,,64.74,64.75,,9.56,9.57,,57.6,中國米,
文政10年,1827年,4月24日,天気,,,,64.74,64.75,,9.56,9.57,,58.2,中國米,
文政10年,1827年,4月25日,曇天,,,,64.72,64.73,,9.56,9.57,,58.9,中國米,
文政10年,1827年,4月26日,昨夜中より雨,,,,64.72,64.73,,9.56,9.57,,58.6,中國米,
文政10年,1827年,4月27日,快晴,,,,64.68,64.69,,9.56,9.57,,58.6,中國米,
文政10年,1827年,4月28日,天気,三手（三井・十人組・住友）引替代り金1万両・両組慶長等古金187両、十五軒組合引替の1万5000両、今朝江戸へ差し立てる。十人組は、鴻池屋善右衛門別段引替代り金2万5000両を差し立てる,,,64.66,64.67,,9.56,9.57,,58.2,中國米／「但シ節前今日限」,
文政10年,1827年,4月29日,天気、薄暑催,,,,64.6,64.61,,9.56,9.57,,,,
文政10年,1827年,4月30日,天気,,,,64.57,64.58,,9.56,9.57,,,,
文政10年,1827年,5月1日,天気,,,,64.62,64.63,,9.56,9.57,,,,
文政10年,1827年,5月2日,天気,,,,64.62,64.63,,9.56,9.57,,,,
文政10年,1827年,5月3日,天気、七ツ半時白雨,この度江戸表にて仰せ渡された御取下銀2400貫目のうち800貫目、今朝御金蔵より御差立て,,,64.7,64.71,,9.56,9.57,,,,
文政10年,1827年,5月4日,天気,,,,64.66,64.67,,9.56,9.57,,,,
文政10年,1827年,5月5日,天気,,,,,,,,,,,,「諸相庭休日」
